Vertical|Site|Pub Date|Title|Author|Content Type|Content Source|Cost|Effort|Total Cost|30 Day Views|60 Day Views|90 Day Views|120 Day Views|150 Day Views|180 Day Views|210 Day Views|240 Day Views|270 Day Views|Lifetime Views|Article Age
Security|eSecurity Planet|2010-06-02|How to Securely Send E-mails and Transfer Files|Eric Geier|Tutorial/Howto|Freelance|300.0|2.0|380.0|541|165|91|96|92|103|131|124|121|1464.0|279
Security|eSecurity Planet|2010-06-02|Hackers Make a Mess of Mop.com|Larry Barrett|News|InternetNews|0.0|0.5|20.0|148|7|6|0|4|0|2|0|4|171.0|279
Security|eSecurity Planet|2010-06-01|House Passes National Defense Authorization Act|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|286|16|12|10|8|10|0|2|0|344.0|280
Security|eSecurity Planet|2010-06-01|New OTP Solution Utilizes Mobile Phones|Thor Olavsrud|News|Freelance|325.0|1.0|365.0|200|32|26|18|45|51|51|24|35|482.0|280
Security|eSecurity Planet|2010-06-01|FBI Goes After 'Scareware' Scams|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|960|35|12|20|4|17|8|4|7|1067.0|280
Security|eSecurity Planet|2010-07-30|Review: AirWatch Enterprise Package|Lisa Phifer|Product Review|Freelance|400.0|2.0|480.0|194|125|176|256|249|279|299|0|0|1578.0|221
Security|eSecurity Planet|2010-07-29|General to U.S. Officials: 'Quit Whining, Act Like a Man, Defend Yourself'|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|316|4|4|10|2|6|5|0|0|347.0|222
Security|eSecurity Planet|2010-07-29|Millions of Home Routers at Risk|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|5324|231|167|125|59|57|58|0|0|6021.0|222
Security|eSecurity Planet|2010-07-29|Mariposa Botnet Kit Supplier Arrested|Larry Barrett|News|InternetNews|0.0|1.0|40.0|189|11|7|9|17|29|4|0|0|266.0|222
Security|eSecurity Planet|2010-07-29|SSL Study Shows Most Sites Incorrectly Configured|Sean Michael Kerner|Trends|InternetNews|0.0|1.0|40.0|216|13|7|2|2|1|0|0|0|241.0|222
Security|eSecurity Planet|2010-07-29|Microsoft Brings Security Outreach Message to Black Hat|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|137|7|0|2|0|5|0|0|0|151.0|222
Security|eSecurity Planet|2010-07-28|Organized Crime Involved in Most Data Breaches|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|104|2|1|5|4|4|6|0|0|126.0|223
Security|eSecurity Planet|2010-07-28|Dell Rolls Out Security Services, Hardware for SMBs|Andy Patrizio|News|InternetNews|0.0|1.0|40.0|102|7|19|16|7|10|3|0|0|164.0|223
Security|eSecurity Planet|2010-07-28|Whitelisting Advances with New Bouncer App|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|286|8|23|8|3|8|8|0|0|344.0|223
Security|eSecurity Planet|2010-07-28|Cyber Crime Costs on the Rise: Study|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|225|51|34|11|13|8|5|0|0|347.0|223
Security|eSecurity Planet|2010-07-28|Cisco Details Enterprise Security Threats|David Needle|News|InternetNews|0.0|1.5|60.0|492|22|21|19|8|1|3|0|0|566.0|223
Security|eSecurity Planet|2010-07-28|Sourcefire Launches Razorback Open Source Security Framework|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|259|114|21|39|33|52|25|0|0|543.0|223
Security|eSecurity Planet|2010-07-27|Black Hat USA 2010 Preview|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|411|14|8|3|3|5|1|0|0|445.0|224
Security|eSecurity Planet|2010-07-27|Phishers Put Old-School Twist on Online Scams|Larry Barrett|News|InternetNews|0.0|1.0|40.0|88|3|0|0|5|1|0|0|0|97.0|224
Security|eSecurity Planet|2010-07-27|Microsoft: IE8 Blocked a Billion Malware Downloads|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|204|6|2|1|7|4|2|0|0|226.0|224
Security|eSecurity Planet|2010-07-26|Mozilla Rushes Out Another Firefox Security Update|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|376|25|26|9|9|1|17|0|0|463.0|225
Security|eSecurity Planet|2010-07-26|Tripwire Enhances Compliance With Remediation Manager|David Needle|News|InternetNews|0.0|1.5|60.0|61|14|3|8|3|1|2|0|0|92.0|225
Security|eSecurity Planet|2010-07-26|Apple Has the Most Security Vulnerabilities: Report|Andy Patrizio|Trends|InternetNews|0.0|1.0|40.0|406|46|68|17|24|7|2|0|0|570.0|225
Security|eSecurity Planet|2010-07-26|Microsoft Tweaks Its Bug Disclosure Process|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|88|5|0|0|1|3|0|0|0|97.0|225
Security|eSecurity Planet|2010-07-23|Oracle Targets Security With New Identity Management Suite|David Needle|News|InternetNews|0.0|1.5|60.0|228|10|7|8|9|4|8|0|0|274.0|228
Security|eSecurity Planet|2010-07-23|Cisco: U.S. Leads in Spam; IT Policies Not Being Followed|Sean Michael Kerner|Trends|InternetNews|0.0|1.0|40.0|159|19|8|14|6|4|7|0|0|217.0|228
Security|eSecurity Planet|2010-07-22|Shortened URLs Are the Latest Spam Scourge|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|168|7|38|19|12|15|8|0|0|267.0|229
Security|eSecurity Planet|2010-07-21|Mozilla Patches Firefox for 14 Vulnerabilities|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|444|29|13|12|11|3|2|0|0|514.0|230
Security|eSecurity Planet|2010-07-21|Pros and Cons of Security-as-a-Service|eSecurityPlanet Staff|Tips and Tricks|Repurp|0.0|0.5|20.0|73|17|14|28|11|14|28|0|0|185.0|230
Security|eSecurity Planet|2010-07-21|Microsoft Beta Tests Two Updated Security Tools|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|191|8|21|2|31|27|4|0|0|284.0|230
Security|eSecurity Planet|2010-07-20|Dell Kace Debuts Secure Firefox Browser|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|462|46|47|29|40|37|13|0|0|674.0|231
Security|eSecurity Planet|2010-07-19|Microsoft Blindsided by Another Zero-Day Attack|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|746|62|40|30|14|5|6|0|0|903.0|232
Security|eSecurity Planet|2010-07-19|Zscaler Brings Email Security to the Cloud|Larry Barrett|News|InternetNews|0.0|1.0|40.0|118|9|10|13|6|7|3|0|0|166.0|232
Security|eSecurity Planet|2010-07-19|Defending the Power Grid is Defending the Nation|Gerry Blackwell|Opinion|Freelance|325.0|3.0|445.0|120|32|14|6|11|3|0|0|0|186.0|232
Security|eSecurity Planet|2010-07-16|DNSSEC Now Deployed in Root DNS|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|305|16|30|12|10|14|28|0|0|415.0|235
Security|eSecurity Planet|2010-07-15|U.S. Tops in Spam Relaying; UK Gains Ground|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|82|1|9|0|0|0|1|0|0|93.0|236
Security|eSecurity Planet|2010-07-14|Small Businesses, Southern States Targeted by Spammers|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|52|3|0|0|2|0|0|0|0|57.0|237
Security|eSecurity Planet|2010-07-14|Oracle Patches 59 Vulnerabilities in Sun, Database and Middleware Tech|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|165|6|7|21|6|2|5|0|0|212.0|237
Security|eSecurity Planet|2010-07-13|Microsoft Patches Critical Security Holes, Ends Windows XP SP2 Support|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|665|167|134|130|120|102|85|0|0|1403.0|238
Security|eSecurity Planet|2010-07-13|Hackers Using eBay Ruse in Malware Attack|Larry Barrett|News|InternetNews|0.0|1.0|40.0|391|33|10|24|13|12|8|0|0|491.0|238
Security|eSecurity Planet|2010-07-13|Fortinet Debuts 1 Gbps Firewall in New Security Appliances|Thor Olavsrud|News|Freelance|250.0|2.0|330.0|228|49|39|32|30|16|17|0|0|411.0|238
Security|eSecurity Planet|2010-07-12|AMR Breach Puts 79,000 Employees at Risk|Larry Barrett|News|InternetNews|0.0|1.0|40.0|328|30|15|14|2|11|3|0|0|403.0|239
Security|eSecurity Planet|2010-07-12|Top Ten Security Reasons to Upgrade to Windows 7|Lisa Phifer|Top 10|Freelance|300.0|2.0|380.0|801|98|72|94|50|30|35|0|0|1180.0|239
Security|eSecurity Planet|2010-07-09|Hackers Break Into University of Maine Servers|Larry Barrett|News|InternetNews|0.0|0.0|0.0|177|20|10|3|4|4|10|2|0|230.0|242
Security|eSecurity Planet|2010-07-09|Obama's Cyber Chief Touts 'Resilient' Security Strategy|Kenneth Corbin|News|InternetNews|0.0|1.0|40.0|241|8|10|11|6|1|6|11|0|294.0|242
Security|eSecurity Planet|2010-07-08|Patch Tuesday to Fix Three 'Critical' Microsoft Holes|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|324|6|9|5|3|1|2|1|0|351.0|243
Security|eSecurity Planet|2010-07-08|Feds Look to Clear Hurdles in Private-Sector Cybersecurity|Kenneth Corbin|News|InternetNews|0.0|1.0|40.0|252|7|9|5|1|0|4|1|0|279.0|243
Security|eSecurity Planet|2010-07-08|Achieve Better Enterprise Security with Log Files|eSecurityPlanet Staff|Tips and Tricks|Repurp|0.0|1.0|40.0|80|1|0|0|0|0|0|0|0|81.0|243
Security|eSecurity Planet|2010-07-07|7 Things Hackers Hope You Don't Know|Eric Geier|Tutorial/Howto|Freelance|300.0|3.0|420.0|1336|234|212|219|165|132|120|180|0|2598.0|244
Security|eSecurity Planet|2010-07-07|Hackers Strike Back Against Microsoft|eSecurityPlanet Staff|News|Repurp|0.0|1.0|40.0|273|1|5|2|0|2|3|0|0|286.0|244
Security|eSecurity Planet|2010-07-06|Microsoft Warns on Windows Developer Tool Vulnerability|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|165|7|1|3|2|1|0|2|0|181.0|245
Security|eSecurity Planet|2010-07-06|7 Bad Computing Habits You Should Break|Eric Geier|Top 10|Freelance|300.0|3.0|420.0|765|65|54|44|37|14|12|14|0|1005.0|245
Security|eSecurity Planet|2010-07-06|Google Updates Chrome for 10 Security Flaws|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|1096|77|38|47|17|14|12|14|0|1315.0|245
Security|eSecurity Planet|2010-07-02|Microsoft Reports Over 10,000 Zero-Day Attacks|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|680|16|17|9|7|4|28|19|0|780.0|249
Security|eSecurity Planet|2010-07-02|iPhone Security Apps Buying Guide|Jeff Goldman|Buyer Guide|Freelance|350.0|2.0|430.0|889|1210|1199|1620|1424|1213|1645|1863|0|11063.0|249
Security|eSecurity Planet|2010-07-01|'Twilight: Eclipse' Malware Leverages 'Poisoned' Search Results|David Needle|News|InternetNews|0.0|1.5|60.0|588|37|16|12|19|17|8|8|0|705.0|250
Security|eSecurity Planet|2010-07-01|Gartner Security Summit News Round-Up|Lisa Phifer|Trends|Freelance|350.0|2.0|430.0|452|67|68|57|28|42|34|36|0|784.0|250
Security|eSecurity Planet|2010-08-31|IT Security Workers Are Most Gullible of All: Study|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|788|92|27|8|7|5|0|0|0|927.0|189
Security|eSecurity Planet|2010-08-31|Review: EncryptStick Digital Privacy Manager|Gerry Blackwell|Product Review|Freelance|325.0|3.0|445.0|147|108|77|48|24|13|0|0|0|417.0|189
Security|eSecurity Planet|2010-08-30|CA Snares Arcot for Identity Management|Larry Barrett|News|InternetNews|0.0|1.0|40.0|137|9|7|3|4|4|0|0|0|164.0|190
Security|eSecurity Planet|2010-08-30|Deloitte: Financial Services Firms Prioritize IAM|Thor Olavsrud|Trends|Freelance|325.0|2.0|405.0|239|33|18|13|8|10|0|0|0|321.0|190
Security|eSecurity Planet|2010-08-27|New 64-Bit Windows Rootkit Already 'In The Wild'|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|1540|162|92|43|49|41|0|0|0|1927.0|193
Security|eSecurity Planet|2010-08-27|Top 5 Riskiest Places to Go Online|Naomi Graychase|Top 10|Editor-Written|0.0|2.0|80.0|1178|8|10|8|4|1|0|0|0|1209.0|193
Security|eSecurity Planet|2010-08-27|Malware Scam Uses Celebrity Deaths as Lure|Larry Barrett|News|InternetNews|0.0|1.0|40.0|122|16|8|2|3|1|0|0|0|152.0|193
Security|eSecurity Planet|2010-08-26|Security Breach Exposes UConn Applicants Personal Information|Larry Barrett|News|InternetNews|0.0|1.0|40.0|126|10|18|12|10|13|0|0|0|189.0|194
Security|eSecurity Planet|2010-08-26|Devastating Military Security Breach Exposed Combat Data|Larry Barrett|News|InternetNews|0.0|1.0|40.0|1896|70|71|43|18|36|0|0|0|2134.0|194
Security|eSecurity Planet|2010-08-25|IBM: Security Vulnerabilities, Unpatched Flaws on the Rise|Sean Michael Kerner|Trends|InternetNews|0.0|1.0|40.0|268|15|13|25|15|26|0|0|0|362.0|195
Security|eSecurity Planet|2010-08-24|Security Product Watch, August 24, 2010|Naomi Graychase|News|Editor-Written|0.0|2.0|80.0|120|14|21|13|11|4|0|0|0|183.0|196
Security|eSecurity Planet|2010-08-24|Microsoft Was Warned of DLL Vulnerability a Year Ago|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|536|21|21|4|6|13|0|0|0|601.0|196
Security|eSecurity Planet|2010-08-23|How to Use Enterprise Wi-Fi Encryption and 802.1X in Mac OS X|Eric Geier|Tutorial/Howto|Freelance|325.0|3.0|445.0|309|233|229|153|117|184|0|0|0|1225.0|197
Security|eSecurity Planet|2010-08-23|Facebook Defends Privacy Features in New Places Service|Kenneth Corbin|News|InternetNews|0.0|1.0|40.0|134|21|9|1|1|1|0|0|0|167.0|197
Security|eSecurity Planet|2010-08-20|Google Patches Chrome for 11 Flaws and $10K|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|232|7|11|6|2|5|0|0|0|263.0|200
Security|eSecurity Planet|2010-08-20|Linux Kernel Vulnerability Poses Risks|eSecurityPlanet Staff|News|Repurp|0.0|1.0|40.0|76|19|26|28|11|5|0|0|0|165.0|200
Security|eSecurity Planet|2010-08-20|More Windows Apps at Risk Following iTunes Patch?|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|227|36|24|17|17|9|0|0|0|330.0|200
Security|eSecurity Planet|2010-08-19|Intel Buys McAfee for $7.7 Billion|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|360|12|15|11|14|5|0|0|0|417.0|201
Security|eSecurity Planet|2010-08-18|DIY Facebook Malware Kit Digs for Login Credentials|Larry Barrett|News|InternetNews|0.0|1.0|40.0|512|44|35|21|13|42|0|0|0|667.0|202
Security|eSecurity Planet|2010-08-17|HP's New Acquisition Aims to 'Fortify' App Development Security|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|215|19|19|23|12|8|0|0|0|296.0|203
Security|eSecurity Planet|2010-08-17|Half of Enterprise Employees Would Steal IP: Survey|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|252|37|26|8|5|5|0|0|0|333.0|203
Security|eSecurity Planet|2010-08-17|PacketMotion Eases the Pain of Internal Firewalling|Thor Olavsrud|News|Freelance|250.0|2.0|330.0|76|12|19|14|8|6|0|0|0|135.0|203
Security|eSecurity Planet|2010-08-16|How To Defeat The U.S. In Cyberspace|Gerry Blackwell|Opinion|Freelance|325.0|3.0|445.0|474|35|16|14|4|4|0|0|0|547.0|204
Security|eSecurity Planet|2010-08-16|Symantec Warns of New Wave of Trojan Spam|Larry Barrett|News|InternetNews|0.0|1.0|40.0|448|29|13|7|58|7|0|0|0|562.0|204
Security|eSecurity Planet|2010-08-13|Hackers Infiltrate Red Cross Website - Again|Larry Barrett|News|InternetNews|0.0|0.0|0.0|553|1208|4|4|2|0|0|0|0|1771.0|207
Security|eSecurity Planet|2010-08-13|Nine Steps to Secure Your VoIP|eSecurityPlanet Staff|Tutorial/Howto|Repurp|0.0|0.0|0.0|93|1|6|6|0|11|0|0|0|117.0|207
Security|eSecurity Planet|2010-08-13|Microsoft's Patch Plugs 'Spoofing' Exploit|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|138|8|1|3|0|0|0|0|0|150.0|207
Security|eSecurity Planet|2010-08-12|Breach Exposes 126K Florida Students' Info|Larry Barrett|News|InternetNews|0.0|1.0|40.0|240|12|9|5|4|4|0|0|0|274.0|208
Security|eSecurity Planet|2010-08-12|Linux Security, Then and Now|Keith Vance|News|Freelance|325.0|4.0|485.0|3013|163|84|58|57|56|0|0|0|3431.0|208
Security|eSecurity Planet|2010-08-12|Mozilla Looks Ahead to More Secure Firefox|Kenneth Corbin|News|InternetNews|0.0|1.0|40.0|224|3|4|2|1|0|0|0|0|234.0|208
Security|eSecurity Planet|2010-08-12|How to Completely Wipe Data from a PC|Eric Geier|Tutorial/Howto|Freelance|300.0|2.0|380.0|355|62|52|45|12|28|0|0|0|554.0|208
Security|eSecurity Planet|2010-08-11|SMS-Sending Trojan Targets Android Smartphones|Larry Barrett|News|InternetNews|0.0|1.0|40.0|201|50|48|32|69|47|0|0|0|447.0|209
Security|eSecurity Planet|2010-08-11|Good Cybersecurity Requires Common Sense|Kenneth Corbin|News|InternetNews|0.0|1.0|40.0|288|14|22|7|3|10|0|0|0|344.0|209
Security|eSecurity Planet|2010-08-11|Malware Reaches Record Levels: McAfee|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|262|25|25|11|2|6|0|0|0|331.0|209
Security|eSecurity Planet|2010-08-10|Microsoft: Big Patch Tuesday for IT Administrators|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|185|13|13|10|2|1|0|0|0|224.0|210
Security|eSecurity Planet|2010-08-10|Fighting Insider Fraud|Jeff Goldman|News|Freelance|325.0|1.0|365.0|239|30|34|24|35|21|0|0|0|383.0|210
Security|eSecurity Planet|2010-08-10|LinuxCon: Exploits Show Why Linux Is Vulnerable|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|3419|329|243|301|187|194|0|0|0|4673.0|210
Security|eSecurity Planet|2010-08-10|Microsoft Tracks Another Zero-Day Vulnerability|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|258|34|10|8|3|4|0|0|0|317.0|210
Security|eSecurity Planet|2010-08-09|Senate Dems Push Data Breach Bill|Kenneth Corbin|News|InternetNews|0.0|1.0|40.0|343|71|38|17|8|14|8|0|0|499.0|211
Security|eSecurity Planet|2010-08-09|Top Ten Web Malware Threats|Lisa Phifer|Top 10|Freelance|300.0|2.0|380.0|1473|276|180|177|134|119|193|0|0|2552.0|211
Security|eSecurity Planet|2010-08-06|Adobe Races to Ready Patch for Another PDF Vulnerability|Larry Barrett|News|InternetNews|0.0|1.0|40.0|229|14|7|2|0|0|0|0|0|252.0|214
Security|eSecurity Planet|2010-08-06|How to Choose the Right Web Application Firewall (WAF)|Diana Kelley|Buyer Guide|Freelance|325.0|3.0|445.0|311|119|95|162|119|209|128|0|0|1143.0|214
Security|eSecurity Planet|2010-08-06|Cisco CSO: Vulnerabilities Will Always Exist|Sean Michael Kerner|Trends|InternetNews|0.0|1.0|40.0|507|90|51|12|3|3|12|0|0|678.0|214
Security|eSecurity Planet|2010-08-05|Inside Mozilla's Firefox 4 Security|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|981|116|45|35|52|54|63|0|0|1346.0|215
Security|eSecurity Planet|2010-08-05|Microsoft: Eight Critical Patches Coming Tuesday|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|194|13|12|2|1|2|0|0|0|224.0|215
Security|eSecurity Planet|2010-08-05|Data Breach at Philly Hospital Impacts Thousands|Larry Barrett|News|InternetNews|0.0|1.0|40.0|411|31|22|16|9|11|16|0|0|516.0|215
Security|eSecurity Planet|2010-08-05|4 Simple Ways to Secure Your Email|Aaron Weiss|Tutorial/Howto|Freelance|325.0|2.0|405.0|388|119|59|45|16|23|54|0|0|704.0|215
Security|eSecurity Planet|2010-08-04|What's Next for Metasploit?|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|1071|74|61|53|41|62|41|0|0|1403.0|216
Security|eSecurity Planet|2010-08-04|Spam Threat Growing, Getting Sneakier|David Needle|News|InternetNews|0.0|2.0|80.0|272|14|4|4|3|12|1|0|0|310.0|216
Security|eSecurity Planet|2010-08-03|Data Breaches Continue to Plague Health Care Orgs|Larry Barrett|News|InternetNews|0.0|1.0|40.0|748|80|54|32|9|9|17|0|0|949.0|217
Security|eSecurity Planet|2010-08-03|Most Think Cyber Espionage Is Acceptable: Security Report|Larry Barrett|Trends|InternetNews|0.0|1.0|40.0|170|20|13|10|11|3|6|0|0|233.0|217
Security|eSecurity Planet|2010-08-03|Should Vendors Offer Rewards for Security Research?|eSecurityPlanet Staff|Trends|Repurp|0.0|0.5|20.0|17|1|2|0|0|0|0|0|0|20.0|217
Security|eSecurity Planet|2010-08-02|Microsoft Patches Zero-Day Security Hole in Windows Shortcuts|No Author|News|InternetNews|0.0|1.0|40.0|437|64|49|7|11|6|5|0|0|579.0|218
Security|eSecurity Planet|2010-08-02|Companies Fail DefCon Social Engineering Security Test|Thor Olavsrud|News|Freelance|325.0|2.0|405.0|907|95|78|81|59|37|44|0|0|1301.0|218
Security|eSecurity Planet|2010-08-02|Security Driving Smart Card Growth: Report|David Needle|Trends|InternetNews|0.0|1.0|40.0|361|73|47|21|16|23|14|0|0|555.0|218
Security|eSecurity Planet|2010-08-02|Out-of-band Microsoft Security Patch Coming Monday|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|381|15|17|6|1|0|2|0|0|422.0|218
Security|eSecurity Planet|2010-09-30|FBI Busts 37 in $3 Million Zeus Trojan Scam|Larry Barrett|News|InternetNews|0.0|1.0|40.0|428|43|19|30|18|0|0|0|0|538.0|159
Security|eSecurity Planet|2010-09-30|Image Spam, Old Tricks Top September Malware Threats|Larry Barrett|News|InternetNews|0.0|1.0|40.0|157|16|39|3|2|0|0|0|0|217.0|159
Security|eSecurity Planet|2010-09-29|Homeland Security Hosts Cyberwar Simulation|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|872|22|13|60|128|0|0|0|0|1095.0|160
Security|eSecurity Planet|2010-09-28|Microsoft Delivers Out-of-Band ASP.NET Patch|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|328|8|4|5|1|0|0|0|0|346.0|161
Security|eSecurity Planet|2010-09-28|Protecting Your Business: Cyber Liability Insurance|Jeff Goldman|Trends|Freelance|0.0|2.0|80.0|255|81|47|41|106|0|0|0|0|530.0|161
Security|eSecurity Planet|2010-09-28|Microsoft Rushes Out 'Important' ASP.NET Patch|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|273|8|7|8|4|0|0|0|0|300.0|161
Security|eSecurity Planet|2010-09-27|Spam Scam Targets LinkedIn Community|Larry Barrett|News|InternetNews|0.0|1.0|40.0|624|92|57|141|89|0|0|0|0|1003.0|162
Security|eSecurity Planet|2010-09-27|Stuxnet Worm Tags Iranian Nuclear Plant|Larry Barrett|News|InternetNews|0.0|1.0|40.0|408|15|12|29|13|0|0|0|0|477.0|162
Security|eSecurity Planet|2010-09-24|ChoicePoint Data Breach Victims Await Their Pittance|Larry Barrett|News|InternetNews|0.0|1.0|40.0|366|33|7|2|3|0|0|0|0|411.0|165
Security|eSecurity Planet|2010-09-24|White House Leads Review of Federal Cyber Authorities|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|140|11|3|5|8|0|0|0|0|167.0|165
Security|eSecurity Planet|2010-09-23|New Email Solution Protects Privacy|Jeff Goldman|News|Freelance|325.0|2.0|405.0|140|20|12|2|0|0|0|0|0|174.0|166
Security|eSecurity Planet|2010-09-22|Remote Workers Put Enterprise Data at Security Risk|Larry Barrett|News|InternetNews|0.0|1.0|40.0|289|17|4|2|6|0|0|0|0|318.0|167
Security|eSecurity Planet|2010-09-22|Study: Data Loss Affects Nearly One-Third of Enterprises|Thor Olavsrud|News|Freelance|250.0|2.0|330.0|446|72|54|23|19|0|0|0|0|614.0|167
Security|eSecurity Planet|2010-09-21|Mouseover Hack Ravages Twitter Site|Larry Barrett|News|InternetNews|0.0|1.0|40.0|238|8|2|8|23|0|0|0|0|279.0|168
Security|eSecurity Planet|2010-09-21|Microsoft Scrambles to Patch Encryption Hole|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|332|6|1|1|2|0|0|0|0|342.0|168
Security|eSecurity Planet|2010-09-20|Adobe Hustles to Release Flash Player Fix|Larry Barrett|News|InternetNews|0.0|1.0|40.0|278|33|47|8|16|0|0|0|0|382.0|169
Security|eSecurity Planet|2010-09-20|Google Updates Chrome Ahead of Adobe Fix|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|585|26|19|2|6|0|0|0|0|638.0|169
Security|eSecurity Planet|2010-09-20|Google Improves Its Cloud Application Security|David Needle|News|InternetNews|0.0|1.0|40.0|281|56|20|11|11|0|0|0|0|379.0|169
Security|eSecurity Planet|2010-09-17|McAfee Warns: In PC Security, 'Free' Is a Four-Letter Word|Larry Barrett|News|InternetNews|0.0|1.0|40.0|466|20|12|9|0|0|0|0|0|507.0|172
Security|eSecurity Planet|2010-09-17|Security Vulnerabilities on the Decline?|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|304|14|6|0|2|0|0|0|0|326.0|172
Security|eSecurity Planet|2010-09-17|Rice University Exposes Student, Employee Data|Larry Barrett|News|InternetNews|0.0|1.0|40.0|303|43|14|7|5|0|0|0|0|372.0|172
Security|eSecurity Planet|2010-09-16|Top 10 Email Malware Threats|Lisa Phifer|Top 10|Freelance|300.0|2.0|380.0|841|141|112|25|44|0|0|0|0|1163.0|173
Security|eSecurity Planet|2010-09-15|Google Chrome 6 Gets Updated for 9 New Flaws|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|711|28|21|4|3|0|0|0|0|767.0|174
Security|eSecurity Planet|2010-09-14|Another Busy Patch Tuesday for Security Admins|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|368|19|5|3|7|0|0|0|0|402.0|175
Security|eSecurity Planet|2010-09-14|Why Facebook Is a Growing Concern for Your Business|Chris Null|Opinion|Freelance|375.0|2.0|455.0|414|99|16|4|8|0|0|0|0|541.0|175
Security|eSecurity Planet|2010-09-13|CCNY Students Feel Sting of Data Security Mishap|Larry Barrett|News|InternetNews|0.0|1.0|40.0|346|12|8|11|3|0|0|0|0|380.0|176
Security|eSecurity Planet|2010-09-13|'Here You Have' Spam Outbreak Leaves Enterprises Reeling|Larry Barrett|News|InternetNews|0.0|1.0|40.0|362|31|19|10|10|0|0|0|0|432.0|176
Security|eSecurity Planet|2010-09-13|HP Acquiring ArcSight for $1.5 Billion|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|183|18|11|11|9|0|0|0|0|232.0|176
Security|eSecurity Planet|2010-09-10|Malicious Website Tally Grows to 57,000 Per Week: Report|Larry Barrett|News|InternetNews|0.0|1.0|40.0|288|71|8|6|16|0|0|0|0|389.0|179
Security|eSecurity Planet|2010-09-09|Is Microsoft Looking to Buy Symantec?|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|2078|112|69|29|16|0|0|0|0|2304.0|180
Security|eSecurity Planet|2010-09-09|Microsoft Cooking Up Baker's Dozen of Fixes for Patch Tuesday|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|199|9|3|2|0|0|0|0|0|213.0|180
Security|eSecurity Planet|2010-09-09|Five Ways DBAs Can Improve Security|eSecurityPlanet Staff|Top 10|Repurp|0.0|0.0|0.0|104|26|3|2|1|0|0|0|0|136.0|180
