ID|Vertical|Site|Pub Date|Title|Author|Editor|Content Type|Content Source|Cost|30 Day Views|30 Day BounceRate|60 Day Views|60 Day BounceRate|90 Day Views|90 Day BounceRate|Lifetime Views
4021|Storage|Enterprise Storage Forum|2010-07-23|Why Solid State Drives Won't Replace Spinning Disk|Henry Newman|Kevin Komiega|Opinion|Freelance|600.0|60147|0.01|5296|0.1|960|0.617571|70635.0
4067|Storage|Enterprise Storage Forum|2010-07-22|EMC Paints Stronger Integration Picture at EMC Forum|Drew Robb|Kevin Komiega|Trends|Freelance|500.0|2392|0.01|138|0.0|22|0.75|2667.0
4080|Storage|Enterprise Storage Forum|2010-07-22|Fusion-io Creates Flash-Optimized OS Subsystem|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|990|0.01|116|0.27|60|0.75|1246.0
4140|Storage|Enterprise Storage Forum|2010-07-21|EMC Breaks Quarterly Revenue Record|No Author|Kevin Komiega|News|Repurp|0.0|1318|0.01|9|0.0|2|0.0|1335.0
4169|Storage|Enterprise Storage Forum|2010-07-20|IBM expands ProtecTIER deduplication, upgrades SONAS platform|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|509|0.01|98|0.03|47|0.882353|778.0
4183|Storage|Enterprise Storage Forum|2010-07-20|Xiotech Targets VDI Deployments with Emprise 9000 Array|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|304|0.0|55|0.22|48|0.954545|458.0
4190|Storage|Enterprise Storage Forum|2010-07-20|Dell to Buy Ocarina for Deduplication, Compression|No Author|Kevin Komiega|News|Repurp|0.0|268|0.02|38|0.27|26|1.0|375.0
4224|Storage|Enterprise Storage Forum|2010-07-19|EMC Doubles Performance of Midrange Data Domain Systems|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|1452|0.01|244|0.1|96|0.791667|2029.0
4280|Storage|Enterprise Storage Forum|2010-07-16|Hosting eDiscovery in the Cloud: Know What You&#146;re Getting|Christine Taylor|Kevin Komiega|Tutorial/Howto|Contributed|0.0|1415|0.01|185|0.0|50|0.821429|1736.0
4330|Storage|Enterprise Storage Forum|2010-07-15|Nimble iSCSI Array Merges Primary, Secondary Storage|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|1303|0.01|92|0.06|66|0.830189|1603.0
4362|Storage|Enterprise Storage Forum|2010-07-14|The SAN Cookbook: Best Practices for Storage Virtualization|Lucas Nguyen|Kevin Komiega|Tips and Tricks|Contributed|0.0|1049|0.0|197|0.0|120|0.78022|1721.0
4423|Storage|Enterprise Storage Forum|2010-07-13|Storage Arrays Do the Grunt Work in vSphere 4.1|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|4113|0.00225479|885|0.0027027|416|0.786164|6378.0
4429|Storage|Enterprise Storage Forum|2010-07-13|RAID Vendors Ship Arrays with SSDs, Self-Encrypting Drives|No Author|Kevin Komiega|News|Repurp|0.0|300|0.02|52|0.0|27|0.764706|453.0
4525|Storage|Enterprise Storage Forum|2010-07-09|Top 10 Technologies That Remain the Backbone of Storage|Drew Robb|Kevin Komiega|Top 10|Freelance|300.0|3138|0.01|390|0.02|117|0.457627|3793.0
4659|Storage|Enterprise Storage Forum|2010-07-06|NetApp threatens Coraid over sales of open-source ZFS technology|Kevin Komiega|Paul Shread|News|Editor-Written|0.0|15247|0.00448569|1121|0.01|241|0.461538|16999.0
4766|Storage|Enterprise Storage Forum|2010-07-01|EMC Keeps Storage Networks Up and Running|Paul Shread|Paul Shread|News|Editor-Written|0.0|2134|0.01|84|0.0|37|0.2|2305.0
4951|Storage|Enterprise Storage Forum|2010-08-31|VMworld: Xsigo Introduces Card-Free Virtual I/O for Ethernet|Dave Simpson|Kevin Komiega|News|Editor-Written|0.0|606|0.12|33|0.892857|22|0.944444|685.0
4953|Storage|Enterprise Storage Forum|2010-08-31|Quantum Ships Mid-Range FC VTL|Dave Simpson|Kevin Komiega|News|Editor-Written|0.0|246|0.15|22|0.941176|15|0.555556|307.0
4963|Storage|Enterprise Storage Forum|2010-08-31|VMworld: VMware Delivers vFabric Cloud Application Platform|No Author|Kevin Komiega|News|Repurp|0.0|237|0.05|22|0.818182|3|1.0|284.0
4965|Storage|Enterprise Storage Forum|2010-08-31|VMworld: EMC Automates Vblock Management, Supports VMware View|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|1676|0.17|126|0.90566|74|0.850746|2025.0
5011|Storage|Enterprise Storage Forum|2010-08-30|7 Disaster Recovery Tips for Government Agencies|David Hutchins|Kevin Komiega|Tips and Tricks|Contributed|0.0|659|0.17|100|0.907895|48|0.923077|860.0
5015|Storage|Enterprise Storage Forum|2010-08-30|VMworld: Virtensys Boosts Virtual Bandwidth for VMs|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|227|0.11|16|0.833333|11|0.75|269.0
5018|Storage|Enterprise Storage Forum|2010-08-30|VMworld: Zetta Unveils Cloud Data Protection Service|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|541|0.05|29|0.695652|12|1.0|624.0
5064|Storage|Enterprise Storage Forum|2010-08-27|Continuing Coverage of the Dell-HP-3PAR Bidding War|No Author|Kevin Komiega|News|Editor-Written|0.0|3553|0.02|11|0.857143|0|0.0|3567.0
5068|Storage|Enterprise Storage Forum|2010-08-27|Top 10 Storage Vendors with Staying Power|Drew Robb|Kevin Komiega|Trends|Freelance|300.0|3055|0.05|202|0.803279|115|0.75|3784.0
5075|Storage|Enterprise Storage Forum|2010-08-27|Dell Matches HP with 3PAR Offer|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|232|0.02|4|0.0|4|0.0|245.0
5097|Storage|Enterprise Storage Forum|2010-08-26|HP Fires Back, Offers $1.8 Billion for 3PAR|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|3411|0.02|488|0.28125|3|0.5|3903.0
5114|Storage|Enterprise Storage Forum|2010-08-26|Top 5 Tips for Effective Storage Management|Sanjay Castelino|Kevin Komiega|Tips and Tricks|Contributed|0.0|347|0.07|33|0.833333|29|0.923077|470.0
5116|Storage|Enterprise Storage Forum|2010-08-26|Dell Ups the Ante in 3PAR Bidding War|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|264|0.0|4|1.0|1|0.0|275.0
5163|Storage|Enterprise Storage Forum|2010-08-25|Coraid Doubles Density of Ethernet SANs|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|388|0.07|35|0.88|30|0.8|503.0
5198|Storage|Enterprise Storage Forum|2010-08-24|FalconStor Tackles I/O Bottlenecks for VDI|No Author|Kevin Komiega|News|Repurp|0.0|120|0.09|20|0.8|14|0.818182|175.0
5199|Storage|Enterprise Storage Forum|2010-08-24|Akorri Upgrades Storage Utilization Software|No Author|Kevin Komiega|News|Repurp|0.0|37|0.11|2|0.0|3|0.0|52.0
5203|Storage|Enterprise Storage Forum|2010-08-24|EMC Ships Unified Management Software for Clariion, Celerra|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|1699|0.03|98|0.767123|58|0.714286|1995.0
5248|Storage|Enterprise Storage Forum|2010-08-23|HP, Dell in Bidding War for 3PAR|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|2480|0.01|7|0.666667|5|1.0|2506.0
5294|Storage|Enterprise Storage Forum|2010-08-20|Dell Rides High On Services, Server Sales|No Author|Kevin Komiega|News|Repurp|0.0|156|0.0|8|1.0|5|0.75|176.0
5296|Storage|Enterprise Storage Forum|2010-08-20|HP&#146;s Q3 Solid in the Wake of Hurd's Departure|No Author|Kevin Komiega|News|Repurp|0.0|118|0.0|4|0.0|1|0.0|129.0
5300|Storage|Enterprise Storage Forum|2010-08-20|Tuning Your RAID Controller for Maximum Storage Performance|Henry Newman|Kevin Komiega|Tutorial/Howto|Freelance|500.0|5582|0.03|509|0.705479|344|0.726804|7042.0
5345|Storage|Enterprise Storage Forum|2010-08-19|SNIA Establishes Cloud Backup Group|No Author|Kevin Komiega|News|Repurp|0.0|252|0.1|30|0.65|15|0.888889|313.0
5346|Storage|Enterprise Storage Forum|2010-08-19|Xsigo Claims Virtual I/O Breakthrough|No Author|Kevin Komiega|News|Repurp|0.0|363|0.04|6|1.0|5|1.0|385.0
5394|Storage|Enterprise Storage Forum|2010-08-18|New Intel Chips Optimized for Entry-Level NAS Devices|No Author|Kevin Komiega|News|Repurp|0.0|168|0.05|51|0.789474|39|0.769231|283.0
5396|Storage|Enterprise Storage Forum|2010-08-18|Actifio Decouples Data Management from Storage|No Author|Kevin Komiega|News|Repurp|0.0|104|0.0|25|0.6|4|1.0|140.0
5439|Storage|Enterprise Storage Forum|2010-08-17|Symantec Unveils HA, Storage Optimization Software for VMs|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|1493|0.02|60|0.893617|35|0.870968|1656.0
5449|Storage|Enterprise Storage Forum|2010-08-17|5 Options for Building Low-Cost NAS Servers|No Author|Kevin Komiega|Tutorial/Howto|Repurp|0.0|896|0.04|164|0.984375|149|0.928|1543.0
5490|Storage|Enterprise Storage Forum|2010-08-16|Dell to Buy 3PAR for $1.15 Billion|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|4747|0.01|11|0.875|2|1.0|4765.0
5542|Storage|Enterprise Storage Forum|2010-08-13|Continuity Brings DR/HA Testing to the Private Cloud|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|376|0.01|16|0.846154|21|0.857143|448.0
5543|Storage|Enterprise Storage Forum|2010-08-13|Micron Ships 6Gbps SATA SSDs; Seagate Partners with Samsung|No Author|Kevin Komiega|News|Repurp|0.0|107|0.05|17|0.818182|4|1.0|135.0
5592|Storage|Enterprise Storage Forum|2010-08-12|Gluster Brings Open Source to Unstructured Data|Drew Robb|Kevin Komiega|News|Freelance|500.0|3733|0.01|453|0.604167|269|0.634615|4981.0
5594|Storage|Enterprise Storage Forum|2010-08-12|Top 10 Storage Acquisitions of 2010|No Author|Kevin Komiega|Trends|Repurp|0.0|857|0.0|91|0.5|47|0.758621|1076.0
5595|Storage|Enterprise Storage Forum|2010-08-12|Cisco's Q4 Sales Miss Estimates|No Author|Kevin Komiega|News|Repurp|0.0|117|0.0|5|0.0|0|0.0|135.0
5633|Storage|Enterprise Storage Forum|2010-08-11|Translattice Aims to Change Application Provisioning|No Author|Kevin Komiega|News|Repurp|0.0|101|0.03|22|0.555556|26|0.904762|189.0
5634|Storage|Enterprise Storage Forum|2010-08-11|Oracle Preps Release of Solaris 11|No Author|Kevin Komiega|News|Repurp|0.0|348|0.02|100|0.538462|8|1.0|465.0
5635|Storage|Enterprise Storage Forum|2010-08-11|Report: IT Job Market Recovering|No Author|Kevin Komiega|Trends|Repurp|0.0|102|0.0|2|0.0|0|0.0|107.0
5636|Storage|Enterprise Storage Forum|2010-08-11|HP&#146;s Interim Chief to Stay the Course|No Author|Kevin Komiega|News|Repurp|0.0|53|0.33|49|0.5|0|0.0|102.0
5666|Storage|Enterprise Storage Forum|2010-08-10|i365 Expands Cloud-Based Application Recovery Service|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|555|0.01|12|1.0|15|0.636364|603.0
5723|Storage|Enterprise Storage Forum|2010-08-09|Illumos Project Attempts to Keep OpenSolaris Open Source|No Author|Kevin Komiega|News|Repurp|0.0|549|0.02|73|0.25|8|1.0|645.0
5724|Storage|Enterprise Storage Forum|2010-08-09|Storage Earnings Point to Slow Rebound|No Author|Kevin Komiega|Trends|Repurp|0.0|123|0.04|4|1.0|5|0.5|133.0
5725|Storage|Enterprise Storage Forum|2010-08-09|HP&#146;s Hurd Steps Down Amid Harassment Claims|No Author|Kevin Komiega|News|Repurp|0.0|1074|0.02|0|0.0|0|0.0|1074.0
5762|Storage|Enterprise Storage Forum|2010-08-06|5 Storage Trends IT Pros Need to Track|Enterprise Storage Staff|Kevin Komiega|Trends|Repurp|0.0|2216|0.01|240|0.130435|85|0.533333|2581.0
5866|Storage|Enterprise Storage Forum|2010-08-04|Intel Advances Storage Systems with Jasper Forest Processors|No Author|Kevin Komiega|News|Repurp|0.0|211|0.02|47|0.210526|15|0.818182|299.0
5909|Storage|Enterprise Storage Forum|2010-08-03|eDiscovery: A Light at the End of the Tunnel &#150; and It&#146;s Not a Train|Christine Taylor|Kevin Komiega|Tips and Tricks|Contributed|0.0|906|0.02|64|0.3|13|0.666667|994.0
5938|Storage|Enterprise Storage Forum|2010-08-02|Evaluating Open Source Backup Appliances|No Author|Kevin Komiega|Tips and Tricks|Repurp|0.0|183|0.02|72|0.352941|36|0.925926|370.0
5952|Storage|Enterprise Storage Forum|2010-08-02|Pancetera Reduces I/O for VM Backups|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|399|0.02|24|0.428571|22|0.9|486.0
5971|Storage|Enterprise Storage Forum|2010-08-02|Cloud Storage Ready for Prime Time: Report|No Author|Kevin Komiega|Trends|Repurp|0.0|324|0.02|17|0.0|7|1.0|354.0
7182|Storage|Enterprise Storage Forum|2010-09-29|Pivot3 Moves Into Scale-Out Data Protection|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|454|0.826446|23|0.904762|19|0.785714|504.0
7231|Storage|Enterprise Storage Forum|2010-09-28|VCE Coalition Partners with Orange for Cloud Services||Kevin Komiega|News|Repurp|0.0|121|0.7625|27|0.947368|11|0.777778|204.0
7232|Storage|Enterprise Storage Forum|2010-09-28|IBM to Buy Networking Vendor BLADE Technologies||Kevin Komiega|News|Repurp|0.0|81|0.897436|9|0.8|4|1.0|95.0
7235|Storage|Enterprise Storage Forum|2010-09-28|Dell Enterprise Storage: Contender or Pretender?|Brian Fonseca|Kevin Komiega|Opinion|Freelance|400.0|1463|0.824849|45|0.75|19|0.75|1581.0
7264|Storage|Enterprise Storage Forum|2010-09-27|HDS Unveils High-End Virtual Storage Platform||Kevin Komiega|News|Repurp|0.0|296|0.790541|84|0.710526|20|0.916667|431.0
7265|Storage|Enterprise Storage Forum|2010-09-27|Dell Debuts New PowerVault NAS for SMBs||Kevin Komiega|News|Repurp|0.0|139|0.779661|39|0.741935|15|0.727273|216.0
7272|Storage|Enterprise Storage Forum|2010-09-27|Green Storage &#150; The Present and the Promising Future|Alan Earls|Kevin Komiega|Trends|Freelance|400.0|366|0.792079|65|0.5|19|0.7|488.0
7325|Storage|Enterprise Storage Forum|2010-09-24|Top 10 Storage Acquisition Targets|Christine Cignoli|Kevin Komiega|Top 10|Freelance|300.0|4624|0.851903|411|0.795775|182|0.729508|5417.0
7367|Storage|Enterprise Storage Forum|2010-09-23|Could Borders Bring the Cloud Down to Earth?|Alan Earls|Kevin Komiega|Trends|Freelance|400.0|561|0.848684|37|0.9|43|0.758621|704.0
7400|Storage|Enterprise Storage Forum|2010-09-22|Nasuni Overhauls Cloud NAS Filer for Microsoft Environments|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|343|0.803089|27|0.84|27|0.75|443.0
7407|Storage|Enterprise Storage Forum|2010-09-22|CTERA Adds Bare Metal and Server Backup to Hybrid Cloud|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|132|0.680851|21|0.9|26|1.0|224.0
7439|Storage|Enterprise Storage Forum|2010-09-21|STEC Beefs Up SSD Arsenal||Kevin Komiega|News|Repurp|0.0|170|0.813187|55|0.842105|21|0.6875|262.0
7454|Storage|Enterprise Storage Forum|2010-09-21|Top 10 Takeaways from Oracle OpenWorld|Drew Robb|Kevin Komiega|Top 10|Freelance|300.0|2913|0.844915|143|0.814433|96|0.848101|3265.0
7493|Storage|Enterprise Storage Forum|2010-09-20|Cirtas Launches Cloud Storage Controller|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|161|0.705882|25|0.8|17|0.8|254.0
7494|Storage|Enterprise Storage Forum|2010-09-20|Violin Rolls Out MLC-Based Flash Memory Arrays||Kevin Komiega|News|Repurp|0.0|64|0.714286|19|0.666667|16|0.75|123.0
7503|Storage|Enterprise Storage Forum|2010-09-20|Oracle Unveils 'Cloud in a Box'|Drew Robb|Kevin Komiega|News|Freelance|500.0|2164|0.884288|152|0.90566|81|0.883333|2542.0
7526|Storage|Enterprise Storage Forum|2010-09-17|Why Flash Drive Density Will Stop Growing Next Year|Jeffrey Layton|Kevin Komiega|Opinion|Freelance|600.0|15877|0.717032|769|0.757979|314|0.745763|17632.0
7548|Storage|Enterprise Storage Forum|2010-09-17|Oracle Set to Launch New High-End Systems||Kevin Komiega|News|Repurp|0.0|176|0.796296|24|1.0|11|0.666667|218.0
7575|Storage|Enterprise Storage Forum|2010-09-16|FCoE Hype Still Outpaces Reality|Christine Cignoli|Kevin Komiega|Trends|Freelance|300.0|1563|0.797762|61|0.733333|61|0.8|1773.0
7576|Storage|Enterprise Storage Forum|2010-09-16|Brocade MLXe Core Router Boasts 15.36 Terabits Per Second||Kevin Komiega|News|Repurp|0.0|95|0.892308|14|0.833333|14|0.777778|131.0
7591|Storage|Enterprise Storage Forum|2010-09-16|CommVault Expands Cloud Storage Partnerships||Kevin Komiega|News|Repurp|0.0|97|0.887324|14|0.875|17|0.9|151.0
7632|Storage|Enterprise Storage Forum|2010-09-15|Brocade Combines IP, SAN Network Management|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|555|0.763021|49|0.625|32|0.7|683.0
7669|Storage|Enterprise Storage Forum|2010-09-14|Cisco Advances Unified Fabric, Compute With New Data Center Strategy|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|1314|0.386895|85|0.824324|41|0.733333|1482.0
7691|Storage|Enterprise Storage Forum|2010-09-13|Critical Success Factors for IT and eDiscovery|Christine Taylor|Kevin Komiega|Tutorial/Howto|Contributed|0.0|715|0.4677|105|0.91954|60|0.857143|970.0
7747|Storage|Enterprise Storage Forum|2010-09-10|Price Still Outweighs Performance in SSD Equation|Brian Fonseca|Kevin Komiega|Trends|Freelance|400.0|2329|0.184185|84|0.847458|60|0.77551|2544.0
7758|Storage|Enterprise Storage Forum|2010-09-10|HP Would Have Gone Higher for 3PAR||Kevin Komiega|Opinion|Repurp|0.0|502|0.0869565|2|0.0|3|0.0|512.0
7759|Storage|Enterprise Storage Forum|2010-09-10|Is Mark Hurd a Bad Match for Oracle?||Kevin Komiega|Opinion|Repurp|0.0|794|0.0501792|16|0.857143|2|0.5|815.0
7805|Storage|Enterprise Storage Forum|2010-09-09|NetApp, Oracle End ZFS Litigation|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|6686|0.0770455|172|0.818841|168|0.781955|7233.0
7841|Storage|Enterprise Storage Forum|2010-09-08|HP Overhauls SMB Storage Portfolio||Kevin Komiega|News|Repurp|0.0|267|0.269231|34|0.909091|16|0.714286|331.0
7854|Storage|Enterprise Storage Forum|2010-09-08|Pliant Rolls Out Low-Cost MLC SSDs||Kevin Komiega|News|Repurp|0.0|304|0.302083|24|0.833333|15|0.857143|362.0
7898|Storage|Enterprise Storage Forum|2010-09-07|Symantec Unveils NetBackup Deduplication Appliance|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|3658|0.161774|316|0.866142|249|0.80402|4599.0
7948|Storage|Enterprise Storage Forum|2010-09-03|Top 10 Takeaways from VMworld|Drew Robb|Kevin Komiega|Top 10|Freelance|300.0|5017|0.0850048|199|0.77686|46|0.837838|5307.0
7990|Storage|Enterprise Storage Forum|2010-09-02|Dell Ends 3PAR Talks After HP's $2.4 Billion Bid|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|2442|0.0358875|22|1.0|26|0.785714|2526.0
7995|Storage|Enterprise Storage Forum|2010-09-02|HP Raises 3PAR Bid to $2.4 Billion|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|148|0.0363636|3|0.0|0|0.0|151.0
8043|Storage|Enterprise Storage Forum|2010-09-01|VMworld: Scale Computing Ships 'JBOD Killer' for SMBs|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|782|0.0901961|38|0.884615|28|0.772727|874.0
8045|Storage|Enterprise Storage Forum|2010-09-01|VMworld: There&#146;s No Cloud Without Storage|Drew Robb|Kevin Komiega|Trends|Freelance|500.0|3234|0.0346687|62|0.821429|38|0.782609|3380.0
8047|Storage|Enterprise Storage Forum|2010-09-01|VMworld: VMware Acquisitions Bring Security, Analytics to the Cloud||Kevin Komiega|News|Repurp|0.0|198|0.152174|25|0.909091|10|0.8|249.0
48069|Storage|Enterprise Storage Forum|2010-10-29|New Working Group To Tackle PCIe-based SSD Standards||Kevin Komiega|News|Repurp|0.0|88|0.794118|22|0.909091|15|0.833333|131.0
48071|Storage|Enterprise Storage Forum|2010-10-29|InMage vContinuum Combines Backup, DR for VMs||Kevin Komiega|News|Repurp|0.0|61|0.83871|7|0.857143|5|1.0|81.0
48080|Storage|Enterprise Storage Forum|2010-10-29|Capacity-Optimized Nearline SAS Drives Challenge SATA|Barbara Craig|Kevin Komiega|Opinion|Contributed|0.0|710|0.595109|257|0.675676|312|0.623037|1602.0
48115|Storage|Enterprise Storage Forum|2010-10-28|Fixing SSD Performance Degradation, Part 1|Jeffrey Layton|Kevin Komiega|Product Review|Freelance|600.0|5290|0.618257|1545|0.584252|620|0.555184|7895.0
48124|Storage|Enterprise Storage Forum|2010-10-28|Oracle Exadata in the Real World|Drew Robb|Kevin Komiega|Trends|Freelance|500.0|1404|0.663379|385|0.6875|278|0.588235|2238.0
48172|Storage|Enterprise Storage Forum|2010-10-27|IT Salaries Headed Upward||Kevin Komiega|Trends|Repurp|0.0|224|0.861702|99|0.9|19|0.888889|354.0
48173|Storage|Enterprise Storage Forum|2010-10-27|Connectivity is Key in Overland&#146;s New SAN Array||Kevin Komiega|News|Repurp|0.0|94|0.816667|15|1.0|16|0.866667|133.0
48180|Storage|Enterprise Storage Forum|2010-10-27|Caringo Adds Named Objects, Multi-Tenancy to Cloud Platform|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|104|0.809524|22|0.642857|13|0.75|151.0
48187|Storage|Enterprise Storage Forum|2010-10-27|Emulex Software Encrypts Data at the Host|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|276|0.8125|12|0.666667|6|0.8|302.0
48210|Storage|Enterprise Storage Forum|2010-10-26|HDS Unveils \"On-Ramp\" to Cloud Storage Platform|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|655|0.790179|48|0.757576|31|0.789474|769.0
48249|Storage|Enterprise Storage Forum|2010-10-25|Cleversafe Gets Nod from CIA's Investment Arm|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|247|0.781609|12|0.9|11|1.0|278.0
48294|Storage|Enterprise Storage Forum|2010-10-22|Storage Acquisition Targets: The Channel Weighs In||Kevin Komiega|Trends|Repurp|0.0|320|0.696629|68|0.695652|30|0.916667|438.0
48341|Storage|Enterprise Storage Forum|2010-10-21|Brocade Builds Converged Switch Module, CNA for IBM BladeCenter|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|338|0.794007|23|0.571429|22|0.75|405.0
48346|Storage|Enterprise Storage Forum|2010-10-21|HP Offers Converged Infrastructure Certification Program||Kevin Komiega|News|Repurp|0.0|125|0.845238|23|0.846154|9|1.0|162.0
48379|Storage|Enterprise Storage Forum|2010-10-20|ExaGrid, Permabit Revamp Dedupe Architectures|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|408|0.827476|52|0.775|25|0.952381|521.0
48386|Storage|Enterprise Storage Forum|2010-10-20|5 Ways Cloud Computing Will Change Your Job||Kevin Komiega|Tips and Tricks|Repurp|0.0|267|0.794702|53|0.914286|40|0.884615|403.0
48387|Storage|Enterprise Storage Forum|2010-10-20|Gartner Expects Mild IT Spending Growth in 2011||Kevin Komiega|Trends|Repurp|0.0|282|0.80102|156|0.821138|133|0.825688|689.0
48442|Storage|Enterprise Storage Forum|2010-10-19|EMC Continues Record Revenue Streak|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|834|0.803354|21|0.916667|7|1.0|871.0
48470|Storage|Enterprise Storage Forum|2010-10-18|Top 10 Ways to Trim Storage Costs|Drew Robb|Kevin Komiega|Top 10|Freelance|300.0|1059|0.819793|148|0.791667|75|0.795918|1332.0
48566|Storage|Enterprise Storage Forum|2010-10-13|EMC Takes On Oracle with Greenplum Appliance for &#145;Big Data&#146;|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|1030|0.828608|133|0.863014|42|0.942857|1260.0
48626|Storage|Enterprise Storage Forum|2010-10-12|Gluster Updates Open Source Storage Platform for the Cloud|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|730|0.89557|106|0.808989|67|0.836364|953.0
48635|Storage|Enterprise Storage Forum|2010-10-12|SNW: SNIA Advances Cloud, Green Storage Standards|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|402|0.791209|34|0.75|20|0.818182|473.0
48640|Storage|Enterprise Storage Forum|2010-10-12|Quantum Takes On EMC with DXi8500 VTL||Kevin Komiega|News|Repurp|0.0|182|0.753846|63|0.761905|35|0.884615|312.0
48661|Storage|Enterprise Storage Forum|2010-10-11|Huawei Symantec Enters U.S. Storage Hardware Market|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|886|0.822706|156|0.769841|79|0.875|1191.0
48698|Storage|Enterprise Storage Forum|2010-10-08|IBM Storwize Launch Wows Some, Confuses Others||Kevin Komiega|News|Repurp|0.0|279|0.803371|83|0.850746|35|0.793103|437.0
48710|Storage|Enterprise Storage Forum|2010-10-08|Viridity Offers Free Data Center Power Utilization Software|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|159|0.900826|22|0.941176|10|1.0|204.0
48744|Storage|Enterprise Storage Forum|2010-10-07|Marathon Technologies Tackles Server Downtime||Kevin Komiega|News|Repurp|0.0|95|0.875|8|0.857143|4|0.666667|114.0
48745|Storage|Enterprise Storage Forum|2010-10-07|Vendors Refresh Midrange RAID Arrays||Kevin Komiega|News|Repurp|0.0|105|0.882353|13|0.75|6|1.0|129.0
48746|Storage|Enterprise Storage Forum|2010-10-07|QLogic Unveils NICs, CNAs for Converged Networks||Kevin Komiega|News|Repurp|0.0|95|0.921569|14|1.0|4|1.0|122.0
48748|Storage|Enterprise Storage Forum|2010-10-07|Energy Efficient Ethernet Standard Ratified by IEEE||Kevin Komiega|Trends|Repurp|0.0|90|0.830986|23|0.842105|16|0.75|131.0
48760|Storage|Enterprise Storage Forum|2010-10-07|Digitiliti Beefs Up DigiLIBE Virtual Corporate Library|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|67|0.761905|8|1.0|3|0.5|86.0
48802|Storage|Enterprise Storage Forum|2010-10-06|MicroNet Launches Sub-$2K 10TB DAS System|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|212|0.817518|14|1.0|7|0.833333|242.0
48830|Storage|Enterprise Storage Forum|2010-10-05|CommVault Adds Source-Side Dedupe to Simpana 9||Kevin Komiega|News|Repurp|0.0|142|0.813187|55|0.906977|29|0.875|257.0
48837|Storage|Enterprise Storage Forum|2010-10-05|Calculating the True Cost of Storage Systems||Kevin Komiega|Tutorial/Howto|Repurp|0.0|175|0.788462|77|0.628571|45|0.529412|350.0
48839|Storage|Enterprise Storage Forum|2010-10-05|6 Storage and Data Protection Tips for SMBs||Kevin Komiega|Top 10|Repurp|0.0|119|0.857143|26|0.571429|18|1.0|186.0
48850|Storage|Enterprise Storage Forum|2010-10-05|Dell to Resell Brocade 10GbE CNAs, 8Gbps HBAs|Kevin Komiega|Kevin Komiega|News|Editor-Written|0.0|796|0.916905|20|0.875|8|1.0|839.0
48879|Storage|Enterprise Storage Forum|2010-10-04|Top 10 Data Center Certifications||Kevin Komiega|Top 10|Repurp|0.0|342|0.874251|169|0.864407|85|0.919355|705.0
48881|Storage|Enterprise Storage Forum|2010-10-04|Former SAP Boss to Take the Helm at HP||Kevin Komiega|News|Repurp|0.0|128|0.84375|1|1.0|2|0.0|131.0
