pub_date|title|site|editor|cost|source id|type id|effort|url
2011-01-24|Lenovo Opens Smartphones and Tablets Business Unit|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/technology_news/article.php/3921996
2011-01-24|Westcon Opens Cisco&#146;s IronPort Security Solutions to Canadian Channel Partners|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/channel/article.php/3921991
2011-01-24|Dell Joins Novell for Linux Appliances|ServerWatch|Amy Newman|0.0|2||1.0|http://www.serverwatch.com/syndication/article.php/3921971
2011-01-24|5 Great Free Small Business Software Options|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/biztools/article.php/3921836
2011-01-24|Gartner: Clouds, Virtualization Help Pay for IT Projects|Datamation|James Maguire|0.0|||0.0|http://itmanagement.earthweb.com/features/article.php/3921821
2011-01-24|Review: The HP LaserJet Pro CP1525nw Color Printer|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/testdrive/article.php/3921846
2011-01-24|7 Tips and Trends to Boost Email Marketing in 2011|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/solutions/advertising/article.php/3921896
2011-01-22|HP Shakes Up Board, Appoints Five New Members|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/business_news/article.php/3921761
2011-01-21|Google Gearing Up to Take On Groupon?|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/features/article.php/3921751
2011-01-21|Juniper Networks Taps Tierney, Cisco Veteran, To Head Global Partner Marketing|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/channel/article.php/3921721
2011-01-21|Biweekly CPU Prices - Week of January 17, 2010|Sharky Extreme|Eric Grevstad|0.0|||0.0|http://www.sharkyextreme.com/guides/WCPG/article.php/3921666
2011-01-20|Say What? Top Five IT Quotes of the Week|InternetNews|Kenneth Corbin|0.0|||0.0|http://www.internetnews.com/government/article.php/3921621
2011-01-20|Microsoft Boosts SharePoint Online with Office 365 Rollout|Sharepoint Briefing|Tom Dunlap|0.0|||0.0|http://www.sharepointbriefing.com/features/article.php/3921596
2011-01-20|7 Small Business Storage Trends in 2011|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3921456
2011-01-20|Microsoft Releases CRM Services in the Cloud|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3921491
2011-01-20|EBay Classifieds: A Fresh Attitude for Old-School Selling|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/essentials/ebay/article.php/3921581
2011-01-19|HP Services Lands $30 Million Texas Health Care Contract|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/business_news/article.php/3921366
2011-01-19|Dell Evolves Into a Small Business IT Services Provider|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3921251
2011-01-19|How QR Codes Boost Email Marketing Results|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/emarketing/article.php/3921341
2011-01-18|Mid-sized Businesses Upping IT Budgets for Cloud Computing and Business Analytics, Seek Channel Partners|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/trends/article.php/3921186
2011-01-18|Apple&#146;s Jobs Takes New Medical Leave|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/business_news/article.php/3921036
2011-01-18|4 Tips: How to Buy Small Business Software|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/biztools/article.php/3921016
2011-01-18|Mobile Devices: 7 Ways to Improve Windows Phone 7|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3921121
2011-01-18|Backup Your Ecommerce Website -- or Kiss It Goodbye|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/solutions/technology/article.php/3921071
2011-01-17|Dell&#146;s Reshuffles Top Executives, Altabef, Head of Services, Leaves, Replaced by Leader of Large Enterprise Business Unit|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/business_news/article.php/3920956
2011-01-17|AMD Board Replaces CEO Meyer, Appoints Seifert Interim CEO|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/business_news/article.php/3920951
2011-01-17|Muglia To Depart Microsoft Server and Tools Unit|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/business_news/article.php/3920946
2011-01-17|Gartner: Global PC Shipments Total 351 Million Units in 2010, Gain 13.8 Percent, U.S. Q4 PC Market Slides Nearly 7 Percent|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/trends/article.php/3920936
2011-01-17|IDC: PC Sales Worldwide Rose 13.6 Percent in 2010 Despite Lackluster Q4 and Strong Tablet Sales|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/trends/article.php/3920931
2011-01-14|Small Business Marketing Tips: Product Names Matter|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/emarketing/article.php/3920766
2011-01-14|Tech Comics: \"A Geek Couple\"|Datamation|James Maguire|0.0|1||1.5|http://itmanagement.earthweb.com/cnews/article.php/3920761
2011-01-14|4 Video Conferencing Products Small Business Can Afford|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/biztools/article.php/3920846
2011-01-13|Say What? Top Five IT Quotes of the Week|InternetNews|Kenneth Corbin|0.0|||0.0|http://www.internetnews.com/government/article.php/3920736
2011-01-13|Gartner: Global 2011 IT Spending To Reach $3.6 Trillion, Up 5.1 Percent|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/trends/article.php/3920656
2011-01-13|The Best Small Business Technology at CES 2011|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3920566
2011-01-13|Mobile Devices Catch More Phish|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3920646
2011-01-12|Top 7 Email Marketing Trends & Tips for 2011|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3920386
2011-01-12|PCI 2.0 Compliance is Here: Are You Ready?|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3920431
2011-01-12|Grow Your Email Marketing List Using QR Codes|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/solutions/advertising/article.php/3920451
2011-01-11|Gartner: SIs and SPs to Take Prominent Role in Business Intelligence Delivery|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/trends/article.php/3920336
2011-01-11|Multifunction Printer Review: HP Officejet 7500A|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/buyersguide/article.php/3920181
2011-01-11|3G Version of the iPhone 4 Coming to Verizon in February|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3920216
2011-01-10|Avoid Broken Links with SharePoint's Document ID Tool|Sharepoint Briefing|Tom Dunlap|0.0|||0.0|http://www.sharepointbriefing.com/features/article.php/3920006
2011-01-10|10 Tips When Considering Open Source Software|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3919996
2011-01-10|Verizon Could Ring Up the iPhone Tomorrow in NYC|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3920036
2011-01-10|Cross Promotion: 5 Small Business Marketing Tips|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/solutions/advertising/article.php/3920046
2011-01-07|Biweekly CPU Prices - Week of January 3, 2010|Sharky Extreme|Eric Grevstad|0.0|||0.0|http://www.sharkyextreme.com/guides/WCPG/article.php/3920651
2011-01-07|Say What? Top Five IT Quotes of the Week|InternetNews|Kenneth Corbin|0.0|||0.0|http://www.internetnews.com/mobility/article.php/3919806
2011-01-07|5 Marketing Tips for Cross-Promoting Your Products|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/emarketing/article.php/3919786
2011-01-07|Dell Delivers Streak 7 Tablet and Venue Smartphone|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3919816
2011-01-07|10 Tips for New Website SEO Success|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/solutions/advertising/article.php/3919841
2011-01-06|Small Business Notebook Review: Dell Vostro V130|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/buyersguide/article.php/3919556
2011-01-06|Pack Mobile Wi-Fi Wherever You Go|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/webmaster/article.php/3919621
2011-01-05|Avnet Sells VAR New ProSys Gained From Bell Micro Acquisition|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/channel/article.php/3919506
2011-01-05|Qualcomm Offers $3.1 Billion for Communications Chip Maker Atheros|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/telecom_news/article.php/3919476
2011-01-05|Small Business Guide to Network Attached Storage|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/buyersguide/article.php/3919226
2011-01-05|How to Buy Multifunction Laser Printers|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/buyersguide/article.php/3919351
2011-01-05|5 Market Research Tools for EBay Sellers|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/essentials/ebay/article.php/3919416
2011-01-04|Dell Nabs Managed Security Provider SecureWorks|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/security_news/article.php/3919271
2011-01-04|McAfee: Social Media, Mobile, Apple Devices Most Vulnerable to Security Threats in 2011|IT Channel Planet|Dan Muse|0.0|||0.0|http://www.itchannelplanet.com/security_news/article.php/3919211
2011-01-04|5 Cloud Computing Predictions for 2011|Datamation|James Maguire|0.0|||0.0|http://itmanagement.earthweb.com/features/article.php/3919196
2011-01-04|15 Twitter Tools to Boost Social Media Marketing|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/emarketing/article.php/3919151
2011-01-03|Ecommerce Marketing: How to Choose an Email Marketing Service|eCommerce Guide|Lauren Simonds|0.0|||0.0|http://www.ecommerce-guide.com/solutions/advertising/article.php/3919001
2011-01-03|The Top Mobile Trends of 2011|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/news/article.php/3918906
2011-01-03|50 Apps to Secure Your iPad|Small Business Computing|Lauren Simonds|0.0|||0.0|http://www.smallbusinesscomputing.com/biztools/article.php/3919021
2011-01-26|Unit Testing for Native Applications Using WinUnit|Code Guru|Rich Hein|200.0||1|2.1|http://www.codeguru.com/cpp/cpp/article.php/c18423
2011-01-31|Working with ADO.NET Data Service in a .NET Framework Client Application|Code Guru|Rich Hein|0.0|||0.0|http://www.codeguru.com/csharp/.net/article.php/c18453
2011-01-03|Event: Cloud Connect|Developer.com|Glen Kunene|0.0|||0.0|http://www.developer.com/Events/events-cloud-connect.html
2011-01-18|About Developer.com|Developer.com|Glen Kunene|0.0|||0.0|http://www.developer.com/about.html
2011-01-04|Page Not Found|Developer.com|Glen Kunene|0.0|||0.0|http://www.developer.com/page-not-found.html
2011-01-12|NetApp to acquire Akorri Networks|InfoStor|Dave Simpson|0.0|||0.0|http://www.infostor.com/nas/2010/february-2010/netapp-to-acquire-akorri-networks.html
