Date|Type|Source|30 Day Views|60 Day Views|90 Day Views|120 Day Views|150 Day Views|180 Day Views|210 Day Views|240 Day Views|Lifetime views
2010-05-26|News|Freelance|73.0|3.0|0.0|1.0|0.0|0.0|0.0|0.0|77.0
2010-05-26|News|Editor-Written|149.0|2.0|1.0|1.0|0.0|0.0|0.0|0.0|153.0
2010-05-26|News|Freelance|13.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|14.0
2010-05-26|News|Editor-Written|158.0|26.0|12.0|9.0|8.0|8.0|3.0|4.0|228.0
2010-05-26|News|Freelance|1462.0|39.0|23.0|29.0|27.0|26.0|6.0|12.0|1624.0
2010-05-26|News|Editor-Written|8.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|10.0
2010-05-26|News|Freelance|391.0|110.0|57.0|29.0|34.0|18.0|10.0|6.0|655.0
2010-05-26|News|Freelance|176.0|38.0|36.0|16.0|14.0|25.0|7.0|11.0|323.0
2010-05-26|News|Editor-Written|4584.0|170.0|36.0|27.0|3.0|5.0|1.0|3.0|4829.0
2010-05-25|News|Editor-Written|172.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|175.0
2010-05-25|News|Editor-Written|71.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|71.0
2010-05-24|News|Freelance|226.0|6.0|0.0|0.0|1.0|2.0|0.0|2.0|237.0
2010-05-24|News|Freelance|119.0|13.0|11.0|19.0|10.0|9.0|8.0|6.0|195.0
2010-05-24|News|Editor-Written|38.0|6.0|2.0|5.0|9.0|10.0|4.0|6.0|80.0
2010-05-24|News|Editor-Written|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0
2010-05-21|News|Freelance|31.0|10.0|13.0|20.0|37.0|9.0|3.0|4.0|127.0
2010-05-21|News|Editor-Written|19.0|0.0|1.0|1.0|0.0|1.0|1.0|2.0|25.0
2010-05-21|News|Editor-Written|60.0|16.0|8.0|9.0|4.0|7.0|12.0|6.0|122.0
2010-05-20|News|Editor-Written|66.0|4.0|2.0|1.0|0.0|2.0|3.0|1.0|79.0
2010-05-20|News|Editor-Written|3395.0|428.0|660.0|504.0|542.0|485.0|472.0|278.0|6764.0
2010-05-19|News|Freelance|14.0|5.0|7.0|10.0|7.0|11.0|8.0|1.0|63.0
2010-05-19|News|Editor-Written|3295.0|291.0|186.0|137.0|110.0|140.0|144.0|108.0|4411.0
2010-05-19|News|Editor-Written|93.0|3.0|2.0|2.0|0.0|2.0|0.0|1.0|103.0
2010-05-19|News|Editor-Written|1048.0|221.0|88.0|85.0|43.0|53.0|27.0|12.0|1577.0
2010-05-19|News|Freelance|141.0|12.0|19.0|13.0|12.0|107.0|8.0|1.0|313.0
2010-05-18|News|Freelance|65.0|0.0|4.0|0.0|1.0|0.0|0.0|0.0|70.0
2010-05-18|News|Editor-Written|1748.0|244.0|66.0|63.0|46.0|18.0|20.0|23.0|2228.0
2010-05-18|News|Freelance|167.0|32.0|16.0|19.0|16.0|4.0|4.0|3.0|261.0
2010-05-17|News|Contributed|183.0|33.0|31.0|7.0|2.0|3.0|4.0|5.0|268.0
2010-05-17|News|Editor-Written|289.0|4.0|2.0|1.0|0.0|2.0|0.0|0.0|298.0
2010-05-17|News|Editor-Written|2140.0|123.0|21.0|13.0|9.0|10.0|4.0|0.0|2320.0
2010-05-17|News|Freelance|148.0|38.0|24.0|11.0|13.0|10.0|3.0|9.0|256.0
2010-05-17|News|Freelance|415.0|38.0|45.0|36.0|59.0|53.0|39.0|34.0|719.0
2010-05-14|News|Freelance|376.0|17.0|14.0|7.0|14.0|5.0|3.0|6.0|451.0
2010-05-14|News|Editor-Written|185.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|189.0
2010-05-13|News|Editor-Written|44.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|47.0
2010-05-13|News|Editor-Written|140.0|41.0|19.0|13.0|10.0|21.0|8.0|2.0|260.0
2010-05-12|News|Editor-Written|535.0|112.0|63.0|94.0|12.0|8.0|3.0|9.0|842.0
2010-05-12|News|Editor-Written|1258.0|157.0|36.0|28.0|39.0|32.0|36.0|11.0|1614.0
2010-05-12|News|Editor-Written|159.0|3.0|1.0|1.0|2.0|0.0|0.0|4.0|172.0
2010-05-12|News|Editor-Written|63.0|6.0|5.0|3.0|3.0|2.0|3.0|0.0|86.0
2010-05-11|News|Freelance|1499.0|342.0|159.0|128.0|89.0|46.0|35.0|24.0|2345.0
2010-05-11|News|Editor-Written|224.0|31.0|27.0|4.0|54.0|13.0|14.0|6.0|382.0
2010-05-11|News|Freelance|116.0|13.0|8.0|11.0|0.0|1.0|1.0|2.0|153.0
2010-05-11|News|Editor-Written|20.0|8.0|2.0|1.0|0.0|0.0|0.0|0.0|31.0
2010-05-10|News|Editor-Written|68.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|71.0
2010-05-10|News|Freelance|179.0|14.0|4.0|4.0|1.0|5.0|3.0|1.0|211.0
2010-05-10|News|Editor-Written|1059.0|113.0|21.0|23.0|17.0|22.0|15.0|11.0|1297.0
2010-05-10|News|Freelance|1733.0|210.0|56.0|74.0|49.0|61.0|79.0|45.0|2329.0
2010-05-09|News|Freelance|2093.0|11.0|3.0|2.0|0.0|3.0|2.0|11.0|2127.0
2010-05-07|News|Freelance|22.0|8.0|0.0|4.0|2.0|0.0|2.0|0.0|38.0
2010-05-07|News|Editor-Written|1408.0|144.0|65.0|38.0|66.0|26.0|12.0|8.0|1788.0
2010-05-07|News|Freelance|53.0|13.0|6.0|1.0|3.0|1.0|2.0|5.0|87.0
2010-05-07|News|Freelance|502.0|32.0|97.0|18.0|13.0|21.0|7.0|3.0|698.0
2010-05-07|News|Freelance|48.0|15.0|4.0|3.0|4.0|1.0|9.0|3.0|90.0
2010-05-07|News|Editor-Written|338.0|2.0|3.0|1.0|0.0|3.0|0.0|1.0|348.0
2010-05-07|News|Editor-Written|2.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|5.0
2010-05-06|News|Freelance|69.0|11.0|11.0|3.0|1.0|9.0|1.0|2.0|107.0
2010-05-06|News|Editor-Written|726.0|141.0|94.0|75.0|52.0|54.0|30.0|13.0|1206.0
2010-05-06|News|Editor-Written|204.0|11.0|9.0|1.0|3.0|2.0|1.0|0.0|231.0
2010-05-06|News|Editor-Written|45.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|45.0
2010-05-05|News|Editor-Written|829.0|167.0|107.0|200.0|119.0|85.0|37.0|32.0|1595.0
2010-05-05|News|Freelance|147.0|9.0|14.0|0.0|1.0|3.0|0.0|0.0|176.0
2010-05-05|News|Freelance|111.0|36.0|28.0|27.0|34.0|37.0|27.0|18.0|333.0
2010-05-05|News|Editor-Written|103.0|3.0|3.0|3.0|1.0|0.0|1.0|0.0|114.0
2010-05-05|News|Editor-Written|41.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|46.0
2010-05-05|News|Freelance|346.0|41.0|17.0|21.0|10.0|15.0|25.0|5.0|491.0
2010-05-04|News|Freelance|307.0|28.0|19.0|21.0|13.0|12.0|13.0|6.0|423.0
2010-05-04|News|Editor-Written|671.0|157.0|136.0|76.0|42.0|30.0|23.0|17.0|1172.0
2010-05-03|News|Editor-Written|1372.0|247.0|67.0|46.0|27.0|26.0|19.0|10.0|1821.0
2010-05-03|News|Editor-Written|181.0|11.0|7.0|7.0|12.0|10.0|7.0|7.0|242.0
2010-05-03|News|Contributed|70.0|18.0|13.0|19.0|14.0|13.0|7.0|6.0|161.0
2010-05-03|News|Freelance|12811.0|476.0|195.0|156.0|191.0|671.0|423.0|422.0|15705.0
2010-05-10|News|Freelance|451.0|16.0|10.0|7.0|10.0|2.0|4.0|6.0|508.0
2010-05-17|News|Freelance|3505.0|49.0|9.0|21.0|0.0|4.0|0.0|4.0|3592.0
2010-05-19|News|Freelance|144.0|5.0|2.0|7.0|2.0|5.0|0.0|0.0|165.0
2010-05-20|News|Freelance|2004.0|75.0|55.0|33.0|28.0|0.0|2.0|24.0|2221.0
2010-05-26|News|Freelance|770.0|32.0|34.0|26.0|38.0|27.0|19.0|17.0|963.0
2010-05-28|News|Freelance|873.0|22.0|28.0|15.0|10.0|14.0|10.0|10.0|982.0
2010-05-12|News|Freelance|1982.0|9.0|15.0|2.0|15.0|15.0|2.0|2.0|2042.0
2010-05-28|Opinion|Freelance|454.0|57.0|69.0|70.0|35.0|23.0|20.0|13.0|741.0
2010-05-21|Opinion|Contributed|3202.0|589.0|572.0|227.0|166.0|183.0|155.0|154.0|5248.0
2010-05-20|Opinion|Editor-Written|510.0|25.0|28.0|11.0|4.0|7.0|5.0|1.0|591.0
2010-05-19|Opinion|Freelance|4567.0|496.0|198.0|164.0|306.0|428.0|537.0|266.0|6962.0
2010-05-19|Opinion|Contributed|2296.0|175.0|75.0|79.0|77.0|93.0|63.0|27.0|2885.0
2010-05-18|Opinion|Freelance|1198.0|23.0|18.0|8.0|17.0|13.0|5.0|5.0|1287.0
2010-05-17|Opinion|Freelance|248.0|15.0|10.0|8.0|14.0|10.0|10.0|3.0|318.0
2010-05-17|Opinion|Freelance|4143.0|239.0|114.0|63.0|77.0|34.0|34.0|11.0|4715.0
2010-05-16|Opinion|Freelance|2137.0|77.0|51.0|23.0|11.0|19.0|10.0|11.0|2347.0
2010-05-14|Opinion|Freelance|3158.0|617.0|133.0|116.0|103.0|121.0|88.0|50.0|4479.0
2010-05-14|Opinion|Contributed|3341.0|678.0|601.0|268.0|187.0|190.0|154.0|114.0|5759.0
2010-05-13|Opinion|Freelance|266.0|31.0|19.0|9.0|13.0|5.0|10.0|5.0|370.0
2010-05-13|Opinion|Editor-Written|301.0|57.0|40.0|13.0|15.0|3.0|10.0|3.0|445.0
2010-05-12|Opinion|Freelance|8455.0|460.0|222.0|506.0|368.0|120.0|118.0|107.0|10429.0
2010-05-11|Opinion|Freelance|2130.0|56.0|24.0|31.0|37.0|52.0|26.0|12.0|2382.0
2010-05-10|Opinion|Contributed|330.0|35.0|27.0|41.0|28.0|24.0|44.0|28.0|604.0
2010-05-07|Opinion|Contributed|484.0|122.0|69.0|94.0|71.0|42.0|45.0|35.0|1002.0
2010-05-07|Opinion|Contributed|1317.0|738.0|289.0|572.0|237.0|227.0|266.0|222.0|4186.0
2010-05-05|Opinion|Editor-Written|534.0|52.0|26.0|20.0|5.0|2.0|5.0|5.0|658.0
2010-05-05|Opinion|Freelance|973.0|32.0|19.0|13.0|4.0|6.0|10.0|4.0|1064.0
2010-05-04|Opinion|Freelance|2711.0|63.0|83.0|57.0|46.0|35.0|33.0|28.0|3074.0
2010-05-18|Opinion|Freelance|1636.0|194.0|83.0|46.0|24.0|32.0|19.0|38.0|2072.0
2010-05-28|Buyer Guide|Freelance|47.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|47.0
2010-05-28|Buyer Guide|Freelance|72.0|1.0|7.0|0.0|0.0|0.0|0.0|0.0|80.0
2010-05-27|Buyer Guide|Freelance|728.0|170.0|274.0|133.0|102.0|46.0|44.0|31.0|1528.0
2010-05-27|Buyer Guide|Editor-Written|6701.0|2575.0|4446.0|2352.0|1345.0|1560.0|1840.0|678.0|21497.0
2010-05-26|Buyer Guide|Freelance|2088.0|382.0|274.0|254.0|107.0|133.0|169.0|131.0|3538.0
2010-05-25|Buyer Guide|Freelance|1220.0|225.0|111.0|82.0|112.0|95.0|59.0|38.0|1942.0
2010-05-21|Buyer Guide|Freelance|127.0|7.0|11.0|4.0|1.0|2.0|1.0|1.0|154.0
2010-05-21|Buyer Guide|Freelance|60.0|44.0|49.0|35.0|33.0|16.0|12.0|26.0|275.0
2010-05-21|Buyer Guide|Freelance|68.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|69.0
2010-05-20|Buyer Guide|Freelance|327.0|86.0|73.0|67.0|62.0|58.0|63.0|64.0|800.0
2010-05-20|Buyer Guide|Freelance|123.0|54.0|31.0|30.0|35.0|39.0|29.0|21.0|362.0
2010-05-18|Buyer Guide|Freelance|66.0|31.0|20.0|33.0|26.0|18.0|16.0|12.0|222.0
2010-05-17|Buyer Guide|Freelance|1245.0|222.0|105.0|111.0|68.0|89.0|55.0|66.0|1961.0
2010-05-14|Buyer Guide|Freelance|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0
2010-05-14|Buyer Guide|Freelance|26.0|3.0|0.0|0.0|0.0|3.0|0.0|0.0|32.0
2010-05-14|Buyer Guide|Contributed|675.0|73.0|58.0|75.0|79.0|83.0|67.0|38.0|1185.0
2010-05-12|Buyer Guide|Freelance|219.0|46.0|20.0|34.0|23.0|34.0|2.0|6.0|387.0
2010-05-11|Buyer Guide|Freelance|104.0|26.0|15.0|25.0|22.0|29.0|27.0|40.0|314.0
2010-05-11|Buyer Guide|Freelance|101.0|16.0|17.0|11.0|3.0|5.0|3.0|0.0|161.0
2010-05-11|Buyer Guide|Freelance|355.0|41.0|44.0|43.0|37.0|49.0|69.0|46.0|732.0
2010-05-10|Buyer Guide|Freelance|376.0|53.0|34.0|38.0|26.0|30.0|50.0|41.0|679.0
2010-05-07|Buyer Guide|Freelance|97.0|15.0|11.0|13.0|12.0|9.0|5.0|4.0|169.0
2010-05-07|Buyer Guide|Freelance|19.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|19.0
2010-05-07|Buyer Guide|Freelance|43.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|46.0
2010-05-06|Buyer Guide|Freelance|817.0|266.0|296.0|217.0|183.0|234.0|160.0|115.0|2447.0
2010-05-04|Buyer Guide|Freelance|109.0|24.0|22.0|21.0|15.0|9.0|6.0|6.0|217.0
2010-05-03|Buyer Guide|Freelance|1070.0|505.0|286.0|223.0|206.0|125.0|189.0|151.0|2859.0
